time,sb,snb,tv,tv1,trans,trans1,trans2,w1,w2,w3,w4,w5,w6,w7,sb1,sb2,sb3,sb4,sb5,sb6,sb7,snb1,snb2,snb3,snb4,snb5,snb6,snb7,tv1,tv2,tv3,tv4,tv5,tv6,tv7,sbm3,sbm4,sbm5,sbm6,sbm8,sbm10,snbm3,snbm4,snbm5,snbm6,snbm8,snbm10,tvm3,tvm4,tvm5,tvm6,tvm8,tvm10
6/7/2016,572.5,9789.53,0,0,487.5,742.5,707.5,0,1,0,0,0,0,0,882.5,1095,1155,1015,1475,652.5,780,17936.3,26455.93,25624,25697.2,24644.05,13839.1,13410.25,0,0,0,0,0,0,0,850,926.25,944,1032.5,953.44,20256.81,18060.59,19951.44,21100.59,21691.17,19674.55,20256.81,0,0,0,0,0,0
6/8/2016,560,9497.63,0,0,387.5,487.5,742.5,0,0,1,0,0,0,0,572.5,882.5,1095,1155,1015,1475,652.5,9789.53,17936.3,26455.93,25624,25697.2,24644.05,13839.1,0,0,0,0,0,0,0,671.67,777.5,853,880,925.94,18791.59,12407.82,15919.85,17860.68,19166.77,19185.47,18791.59,0,0,0,0,0,0
6/9/2016,1015,18642.9,0,0,710,387.5,487.5,0,0,0,1,0,0,0,560,572.5,882.5,1095,1155,1015,1475,9497.63,9789.53,17936.3,26455.93,25624,25697.2,24644.05,0,0,0,0,0,0,0,715.83,757.5,825,880,971.25,18553.69,12643.35,13966.59,16464.46,17991.05,19785.94,18553.69,0,0,0,0,0,0
6/10/2016,1080,17916.63,0,0,747.5,710,387.5,0,0,0,0,1,0,0,1015,560,572.5,882.5,1095,1155,1015,18642.9,9497.63,9789.53,17936.3,26455.93,25624,25697.2,0,0,0,0,0,0,0,885,806.88,822,867.5,921.88,19004.33,15352.39,13961.67,14756.6,16706.49,18945.02,19004.33,0,0,0,0,0,0
6/11/2016,877.5,17364.93,0,0,725,747.5,710,0,0,0,0,0,1,0,1080,1015,560,572.5,882.5,1095,1155,17916.63,18642.9,9497.63,9789.53,17936.3,26455.93,25624,0,0,0,0,0,0,0,990.83,883.13,821,831.25,904.69,19356.91,17974.82,15855.52,14642.32,15191.32,17903.48,19356.91,0,0,0,0,0,0
6/12/2016,727.5,16733.53,0,0,725,725,747.5,0,0,0,0,0,0,1,877.5,1080,1015,560,572.5,882.5,1095,17364.93,17916.63,18642.9,9497.63,9789.53,17936.3,26455.93,0,0,0,0,0,0,0,895,925,852,805.42,851.25,18565.86,17338.36,17664.5,16031.12,14990.86,16792.17,18565.86,0,0,0,0,0,0
6/13/2016,742.5,14667.18,0,0,677.5,725,725,1,0,0,0,0,0,0,727.5,877.5,1080,1015,560,572.5,882.5,16733.53,17364.93,17916.63,18642.9,9497.63,9789.53,17936.3,0,0,0,0,0,0,0,782.5,856.88,888.5,833.75,807.19,17462.86,16255.21,16670.57,17065.03,15803.8,15318.58,17462.86,0,0,0,0,0,0
6/14/2016,547.5,9385.3,0,0,387.5,677.5,725,0,1,0,0,0,0,0,742.5,727.5,877.5,1080,1015,560,572.5,14667.18,16733.53,17364.93,17916.63,18642.9,9497.63,9789.53,0,0,0,0,0,0,0,672.5,723.75,795,831.67,765.31,15838.99,13595.34,14537.74,15213.51,15785.08,14249.7,15838.99,0,0,0,0,0,0
6/15/2016,460,9306.4,0,0,432.5,387.5,677.5,0,0,1,0,0,0,0,547.5,742.5,727.5,877.5,1080,1015,560,9385.3,14667.18,16733.53,17364.93,17916.63,18642.9,9497.63,0,0,0,0,0,0,0,583.33,619.38,671,739.17,751.25,14124.03,11119.63,12523.1,13491.47,14229,14189.31,14124.03,0,0,0,0,0,0
6/16/2016,885,16790.88,0,0,762.5,432.5,387.5,0,0,0,1,0,0,0,460,547.5,742.5,727.5,877.5,1080,1015,9306.4,9385.3,14667.18,16733.53,17364.93,17916.63,18642.9,0,0,0,0,0,0,0,630.83,658.75,672.5,706.67,791.88,14009.49,11827.53,12537.44,13376.66,14041.37,15100.97,14009.49,0,0,0,0,0,0
6/17/2016,877.5,16724.55,0,0,727.5,762.5,432.5,0,0,0,0,1,0,0,885,460,547.5,742.5,727.5,877.5,1080,16790.88,9306.4,9385.3,14667.18,16733.53,17364.93,17916.63,0,0,0,0,0,0,0,740.83,692.5,702.5,706.67,774.69,14702.99,14273.94,13051.78,13374.86,13934.64,14861.18,14702.99,0,0,0,0,0,0
6/18/2016,742.5,20713.03,0,0,642.5,727.5,762.5,0,0,0,0,0,1,0,877.5,885,460,547.5,742.5,727.5,877.5,16724.55,16790.88,9306.4,9385.3,14667.18,16733.53,17364.93,0,0,0,0,0,0,0,835,741.25,702.5,709.17,732.5,15824.53,18076.15,15883.72,14584.03,14597.89,15210.73,15824.53,0,0,0,0,0,0
6/19/2016,597.5,16707.48,0,0,875,642.5,727.5,0,0,0,0,0,0,1,742.5,877.5,885,460,547.5,742.5,727.5,20713.03,16724.55,16790.88,9306.4,9385.3,14667.18,16733.53,0,0,0,0,0,0,0,739.17,775.63,712.5,685,697.5,15630.99,18048.35,17733.99,16048.47,14937.94,15128.54,15630.99,0,0,0,0,0,0
6/20/2016,20580,27477.95,0,0,3430,875,642.5,1,0,0,0,0,0,0,597.5,742.5,877.5,885,460,547.5,742.5,16707.48,20713.03,16724.55,16790.88,9306.4,9385.3,14667.18,0,0,0,0,0,0,0,7306.67,5699.38,4736.5,4023.75,3179.06,16587.12,21632.82,20405.75,19682.78,17953.38,16471.6,16587.12,0,0,0,0,0,0
6/21/2016,5012.5,13237.85,0,0,1585,3430,875,0,1,0,0,0,0,0,20580,597.5,742.5,877.5,885,460,547.5,27477.95,16707.48,20713.03,16724.55,16790.88,9306.4,9385.3,0,0,0,0,0,0,0,8730,6733.13,5562,4782.5,3712.81,16174.42,19141.09,19534.08,18972.17,18608.62,16292.93,16174.42,0,0,0,0,0,0
6/22/2016,3067.5,10829.65,0,0,1022.5,1585,3430,0,0,1,0,0,0,0,5012.5,20580,597.5,742.5,877.5,885,460,13237.85,27477.95,16707.48,20713.03,16724.55,16790.88,9306.4,0,0,0,0,0,0,0,9553.33,7314.38,6000,5146.25,4027.81,15584.03,17181.82,17063.23,17793.19,17615.09,16473.47,15584.03,0,0,0,0,0,0
6/23/2016,5450,21614.73,0,0,1610,1022.5,1585,0,0,0,1,0,0,0,3067.5,5012.5,20580,597.5,742.5,877.5,885,10829.65,13237.85,27477.95,16707.48,20713.03,16724.55,16790.88,0,0,0,0,0,0,0,4510,8527.5,6941.5,5908.33,4651.56,16278.78,15227.41,18290.05,17973.53,18430.12,18012.02,16278.78,0,0,0,0,0,0
6/24/2016,2622.5,19570.95,0,0,1347.5,1610,1022.5,0,0,0,0,1,0,0,5450,3067.5,5012.5,20580,597.5,742.5,877.5,21614.73,10829.65,13237.85,27477.95,16707.48,20713.03,16724.55,0,0,0,0,0,0,0,3713.33,4038.13,7346.5,6221.67,4868.75,17297.35,17338.44,16313.3,18546.23,18239.77,18359.52,17297.35,0,0,0,0,0,0
6/25/2016,1747.5,20146.08,0,0,1252.5,1347.5,1610,0,0,0,0,0,1,0,2622.5,5450,3067.5,5012.5,20580,597.5,742.5,19570.95,21614.73,10829.65,13237.85,27477.95,16707.48,20713.03,0,0,0,0,0,0,0,3273.33,3221.88,3580,6413.33,4977.5,18381.32,20443.92,18040.35,17079.85,18812.87,18787.22,18381.32,0,0,0,0,0,0
6/26/2016,1895,18841.5,0,0,1160,1252.5,1347.5,0,0,0,0,0,0,1,1747.5,2622.5,5450,3067.5,5012.5,20580,597.5,20146.08,19570.95,21614.73,10829.65,13237.85,27477.95,16707.48,0,0,0,0,0,0,0,2088.33,2928.75,2956.5,3299.17,5121.56,18586.38,19519.51,20043.32,18200.58,17373.46,18553.27,18586.38,0,0,0,0,0,0
6/27/2016,3110,18643.15,0,0,1202.5,1160,1252.5,1,0,0,0,0,0,0,1895,1747.5,2622.5,5450,3067.5,5012.5,20580,18841.5,20146.08,19570.95,21614.73,10829.65,13237.85,27477.95,0,0,0,0,0,0,0,2250.83,2343.75,2965,2982.08,5435.63,18778.24,19210.24,19300.42,19763.28,18274.34,18795.23,18778.24,0,0,0,0,0,0
6/28/2016,1120,9504.9,0,0,685,1202.5,1160,0,1,0,0,0,0,0,3110,1895,1747.5,2622.5,5450,3067.5,5012.5,18643.15,18841.5,20146.08,19570.95,21614.73,10829.65,13237.85,0,0,0,0,0,0,0,2041.67,1968.13,2099,2657.5,3003.13,17657.42,15663.18,16783.91,17341.32,18053.55,16548.6,17657.42,0,0,0,0,0,0
6/29/2016,990,9412.2,0,0,625,685,1202.5,0,0,1,0,0,0,0,1120,3110,1895,1747.5,2622.5,5450,3067.5,9504.9,18643.15,18841.5,20146.08,19570.95,21614.73,10829.65,0,0,0,0,0,0,0,1740,1778.75,1772.5,1914.17,2500.31,16927.9,12520.08,14100.44,15309.57,16019.8,16070.4,16927.9,0,0,0,0,0,0
6/30/2016,660,10269.75,0,0,610,625,685,0,0,0,1,0,0,0,990,1120,3110,1895,1747.5,2622.5,5450,9412.2,9504.9,18643.15,18841.5,20146.08,19570.95,21614.73,0,0,0,0,0,0,0,923.33,1470,1555,1587.08,2199.38,15207.08,9728.95,11957.5,13334.3,14469.6,16000.41,15207.08,0,0,0,0,0,0
7/1/2016,1007.5,18030.68,0,0,1247.5,610,625,0,0,0,0,1,0,0,660,990,1120,3110,1895,1747.5,2622.5,10269.75,9412.2,9504.9,18643.15,18841.5,20146.08,19570.95,0,0,0,0,0,0,0,885.83,944.38,1377.5,1463.75,1644.06,15686.36,12570.88,11804.38,13172.14,14117.03,15552.4,15686.36,0,0,0,0,0,0
7/2/2016,940,18154.43,0,0,1120,1247.5,610,0,0,0,0,0,1,0,1007.5,660,990,1120,3110,1895,1747.5,18030.68,10269.75,9412.2,9504.9,18643.15,18841.5,20146.08,0,0,0,0,0,0,0,869.17,899.38,943.5,1304.58,1433.75,16418.84,15484.95,13966.77,13074.39,14002.52,15375.34,16418.84,0,0,0,0,0,0
7/3/2016,1000,18509.43,0,0,1135,1120,1247.5,0,0,0,0,0,0,1,940,1007.5,660,990,1120,3110,1895,18154.43,18030.68,10269.75,9412.2,9504.9,18643.15,18841.5,0,0,0,0,0,0,0,982.5,901.88,919.5,952.92,1340.31,16108.31,18231.51,16241.07,14875.3,13980.23,15170.76,16108.31,0,0,0,0,0,0
7/4/2016,870,16898.4,0,0,1195,1135,1120,1,0,0,0,0,0,0,1000,940,1007.5,660,990,1120,3110,18509.43,18154.43,18030.68,10269.75,9412.2,9504.9,18643.15,0,0,0,0,0,0,0,936.67,954.38,895.5,911.25,1212.19,15841.05,17854.09,17898.24,16372.54,15212.48,14927.87,15841.05,0,0,0,0,0,0
7/5/2016,650,8597.98,0,0,685,1195,1135,0,1,0,0,0,0,0,870,1000,940,1007.5,660,990,1120,16898.4,18509.43,18154.43,18030.68,10269.75,9412.2,9504.9,0,0,0,0,0,0,0,840,865,893.5,854.58,904.69,14686.24,14668.6,15540.06,16038.18,15076.78,13672.22,14686.24,0,0,0,0,0,0
7/6/2016,1170,8909.43,0,0,675,685,1195,0,0,1,0,0,0,0,650,870,1000,940,1007.5,660,990,8597.98,16898.4,18509.43,18154.43,18030.68,10269.75,9412.2,0,0,0,0,0,0,0,896.67,922.5,926,939.58,910.94,13693.04,11468.6,13228.81,14213.93,14850.06,13597.79,13693.04,0,0,0,0,0,0
7/7/2016,1380,12682.53,0,0,975,675,685,0,0,0,1,0,0,0,1170,650,870,1000,940,1007.5,660,8909.43,8597.98,16898.4,18509.43,18154.43,18030.68,10269.75,0,0,0,0,0,0,0,1066.67,1017.5,1014,1001.67,959.69,13096.97,10063.31,11772.09,13119.55,13958.7,14006.58,13096.97,0,0,0,0,0,0
7/8/2016,1160,20503.8,0,0,1115,975,675,0,0,0,0,1,0,0,1380,1170,650,870,1000,940,1007.5,12682.53,8909.43,8597.98,16898.4,18509.43,18154.43,18030.68,0,0,0,0,0,0,0,1236.67,1090,1046,1038.33,1022.19,14196.86,14031.92,12673.44,13518.43,14350.26,15285.84,14196.86,0,0,0,0,0,0
7/9/2016,900,18424.2,0,0,1037.5,1115,975,0,0,0,0,0,1,0,1160,1380,1170,650,870,1000,940,20503.8,12682.53,8909.43,8597.98,16898.4,18509.43,18154.43,0,0,0,0,0,0,0,1146.67,1152.5,1052,1021.67,1008.75,15098.06,17203.51,15129.99,13823.59,14336.06,15335.03,15098.06,0,0,0,0,0,0
7/10/2016,700,20226.4,0,0,1052.5,1037.5,1115,0,0,0,0,0,0,1,900,1160,1380,1170,650,870,1000,18424.2,20503.8,12682.53,8909.43,8597.98,16898.4,18509.43,0,0,0,0,0,0,0,920,1035,1062,993.33,978.75,16093.73,19718.13,17959.23,16149.27,14890.72,15594.02,16093.73,0,0,0,0,0,0
7/11/2016,580,18119.8,0,0,992.5,1052.5,1037.5,1,0,0,0,0,0,0,700,900,1160,1380,1170,650,870,20226.4,18424.2,20503.8,12682.53,8909.43,8597.98,16898.4,0,0,0,0,0,0,0,726.67,835,944,981.67,926.25,16102.64,18923.47,19318.55,17991.35,16477.69,15545.32,16102.64,0,0,0,0,0,0
7/12/2016,370,9986.33,0,0,625,992.5,1052.5,0,1,0,0,0,0,0,580,700,900,1160,1380,1170,650,18119.8,20226.4,18424.2,20503.8,12682.53,8909.43,8597.98,0,0,0,0,0,0,0,550,637.5,742,848.33,863.75,15285.83,16110.84,16689.18,17452.11,16657.18,14681.31,15285.83,0,0,0,0,0,0
7/13/2016,375,10203.03,0,0,530,625,992.5,0,0,1,0,0,0,0,370,580,700,900,1160,1380,1170,9986.33,18119.8,20226.4,18424.2,20503.8,12682.53,8909.43,0,0,0,0,0,0,0,441.67,506.25,585,680.83,829.38,14455.19,12769.72,14633.89,15391.95,16243.93,14881.94,14455.19,0,0,0,0,0,0
7/14/2016,625,19636.78,0,0,990,530,625,0,0,0,1,0,0,0,375,370,580,700,900,1160,1380,10203.03,9986.33,18119.8,20226.4,18424.2,20503.8,12682.53,0,0,0,0,0,0,0,456.67,487.5,530,591.67,761.25,14729.03,13275.38,14486.49,15634.47,16099.42,16222.86,14729.03,0,0,0,0,0,0
7/15/2016,672.5,17009.58,0,0,947.5,990,530,0,0,0,0,1,0,0,625,375,370,580,700,900,1160,19636.78,10203.03,9986.33,18119.8,20226.4,18424.2,20503.8,0,0,0,0,0,0,0,557.5,510.63,524.5,553.75,672.81,15570.19,15616.46,14208.93,14991.1,15863.65,16763.74,15570.19,0,0,0,0,0,0
7/16/2016,465,16438.73,0,0,1015,947.5,990,0,0,0,0,0,1,0,672.5,625,375,370,580,700,900,17009.58,19636.78,10203.03,9986.33,18119.8,20226.4,18424.2,0,0,0,0,0,0,0,587.5,534.38,501.5,514.58,585.94,16323.12,17695.03,15822.03,14654.89,15232.38,16255.61,16323.12,0,0,0,0,0,0
7/17/2016,325,15328.53,0,0,957.5,1015,947.5,0,0,0,0,0,0,1,465,672.5,625,375,370,580,700,16438.73,17009.58,19636.78,10203.03,9986.33,18119.8,20226.4,0,0,0,0,0,0,0,487.5,521.88,492.5,472.08,514.06,16587.72,16258.95,17103.41,15723.33,14767.16,15868.65,16587.72,0,0,0,0,0,0
7/18/2016,90,11373.03,0,0,845,957.5,1015,1,0,0,0,0,0,0,325,465,672.5,625,375,370,580,15328.53,16438.73,17009.58,19636.78,10203.03,9986.33,18119.8,0,0,0,0,0,0,0,293.33,388.13,435.5,425.42,437.81,15674.64,14380.1,15037.47,15957.33,14998.28,14761.98,15674.64,0,0,0,0,0,0
7/19/2016,62.5,6875.48,0,0,627.5,845,957.5,0,1,0,0,0,0,0,90,325,465,672.5,625,375,370,11373.03,15328.53,16438.73,17009.58,19636.78,10203.03,9986.33,0,0,0,0,0,0,0,159.17,235.63,323,373.33,373.13,14519.77,11192.35,12503.94,13405.07,14443.69,13356.44,14519.77,0,0,0,0,0,0
7/20/2016,57.5,6802.4,0,0,532.5,627.5,845,0,0,1,0,0,0,0,62.5,90,325,465,672.5,625,375,6875.48,11373.03,15328.53,16438.73,17009.58,19636.78,10203.03,0,0,0,0,0,0,0,70,133.75,200,278.75,334.06,13177.37,8350.3,10094.86,11363.63,12304.63,12958.45,13177.37,0,0,0,0,0,0
7/21/2016,152.5,17310.68,0,0,1070,532.5,627.5,0,0,0,1,0,0,0,57.5,62.5,90,325,465,672.5,625,6802.4,6875.48,11373.03,15328.53,16438.73,17009.58,19636.78,0,0,0,0,0,0,0,90.83,90.63,137.5,192.08,306.25,13096.46,10329.52,10590.4,11538.02,12354.81,13846.9,13096.46,0,0,0,0,0,0
7/22/2016,185,18250.45,0,0,935,1070,532.5,0,0,0,0,1,0,0,152.5,57.5,62.5,90,325,465,672.5,17310.68,6802.4,6875.48,11373.03,15328.53,16438.73,17009.58,0,0,0,0,0,0,0,131.67,114.38,109.5,145.42,251.25,13922.87,14121.18,12309.75,12122.41,12656.76,13673.61,13922.87,0,0,0,0,0,0
7/23/2016,247.5,17720.63,0,0,945,935,1070,0,0,0,0,0,1,0,185,152.5,57.5,62.5,90,325,465,18250.45,17310.68,6802.4,6875.48,11373.03,15328.53,16438.73,0,0,0,0,0,0,0,195,160.63,141,132.5,198.13,14674.63,17760.59,15021.04,13391.93,13055.45,13762.49,14674.63,0,0,0,0,0,0
7/24/2016,897.5,20822.2,0,0,1065,945,935,0,0,0,0,0,0,1,247.5,185,152.5,57.5,62.5,90,325,17720.63,18250.45,17310.68,6802.4,6875.48,11373.03,15328.53,0,0,0,0,0,0,0,443.33,370.63,308,267.08,252.19,14793.17,18931.09,18525.99,16181.27,14630.31,14310.43,14793.17,0,0,0,0,0,0
7/25/2016,325,17829.05,0,0,1052.5,1065,945,1,0,0,0,0,0,0,897.5,247.5,185,152.5,57.5,62.5,90,20822.2,17720.63,18250.45,17310.68,6802.4,6875.48,11373.03,0,0,0,0,0,0,0,490,413.75,361.5,310.83,252.19,14875.12,18790.63,18655.58,18386.6,16455.9,14622.99,14875.12,0,0,0,0,0,0
7/26/2016,235,13546.5,0,0,697.5,1052.5,1065,0,1,0,0,0,0,0,325,897.5,247.5,185,152.5,57.5,62.5,17829.05,20822.2,17720.63,18250.45,17310.68,6802.4,6875.48,0,0,0,0,0,0,0,485.83,426.25,378,340.42,270.31,14585.9,17399.25,17479.6,17633.77,17579.92,14894.67,14585.9,0,0,0,0,0,0
7/27/2016,185,11844.4,0,0,592.5,697.5,1052.5,0,0,1,0,0,0,0,235,325,897.5,247.5,185,152.5,57.5,13546.5,17829.05,20822.2,17720.63,18250.45,17310.68,6802.4,0,0,0,0,0,0,0,248.33,410.63,378,345.83,285.63,14237.48,14406.65,16010.54,16352.56,16668.87,15515.79,14237.48,0,0,0,0,0,0
7/28/2016,475,22108.4,0,0,1030,592.5,697.5,0,0,0,1,0,0,0,185,235,325,897.5,247.5,185,152.5,11844.4,13546.5,17829.05,20822.2,17720.63,18250.45,17310.68,0,0,0,0,0,0,0,298.33,305,423.5,394.17,337.81,15311.02,15833.1,16332.09,17230.11,17311.86,17429.04,15311.02,0,0,0,0,0,0
7/29/2016,592.5,21677.38,0,0,1007.5,1030,592.5,0,0,0,0,1,0,0,475,185,235,325,897.5,247.5,185,22108.4,11844.4,13546.5,17829.05,20822.2,17720.63,18250.45,0,0,0,0,0,0,0,417.5,371.88,362.5,451.67,392.81,16791.21,18543.39,17294.17,17401.15,17971.32,17974.88,16791.21,0,0,0,0,0,0
7/30/2016,472.5,21493.25,0,0,1040,1007.5,1030,0,0,0,0,0,1,0,592.5,475,185,235,325,897.5,247.5,21677.38,22108.4,11844.4,13546.5,17829.05,20822.2,17720.63,0,0,0,0,0,0,0,513.33,431.25,392,380.83,428.75,18260.29,21759.68,19280.86,18133.99,18083.16,18380.23,18260.29,0,0,0,0,0,0
7/31/2016,490,19160.63,0,0,1162.5,1040,1007.5,0,0,0,0,0,0,1,472.5,592.5,475,185,235,325,897.5,21493.25,21677.38,22108.4,11844.4,13546.5,17829.05,20822.2,0,0,0,0,0,0,0,518.33,507.5,443,408.33,459.06,18445.29,20777.09,21109.92,19256.81,18305.09,18560.23,18445.29,0,0,0,0,0,0
8/1/2016,477.5,13346,0,0,1087.5,1162.5,1040,1,0,0,0,0,0,0,490,472.5,592.5,475,185,235,325,19160.63,21493.25,21677.38,22108.4,11844.4,13546.5,17829.05,0,0,0,0,0,0,0,480,508.13,501.5,448.75,406.56,17954.84,17999.96,18919.32,19557.13,18271.68,17625.7,17954.84,0,0,0,0,0,0
8/2/2016,302.5,8902.05,0,0,657.5,1087.5,1162.5,0,1,0,0,0,0,0,477.5,490,472.5,592.5,475,185,235,13346,19160.63,21493.25,21677.38,22108.4,11844.4,13546.5,0,0,0,0,0,0,0,423.33,435.63,467,468.33,403.75,17072.99,13802.89,15725.48,16915.86,17781.29,16509.83,17072.99,0,0,0,0,0,0
8/3/2016,312.5,8583.03,0,0,540,657.5,1087.5,0,0,1,0,0,0,0,302.5,477.5,490,472.5,592.5,475,185,8902.05,13346,19160.63,21493.25,21677.38,22108.4,11844.4,0,0,0,0,0,0,0,364.17,395.63,411,441.25,413.44,15849.07,10277.03,12497.93,14296.99,15527.06,15889.39,15849.07,0,0,0,0,0,0
8/4/2016,252.5,9312.43,0,0,490,540,657.5,0,0,0,1,0,0,0,312.5,302.5,477.5,490,472.5,592.5,475,8583.03,8902.05,13346,19160.63,21493.25,21677.38,22108.4,0,0,0,0,0,0,0,289.17,336.25,367,384.58,421.88,14997.41,8932.5,10035.88,11860.83,13466.23,15572.9,14997.41,0,0,0,0,0,0
8/5/2016,575,20712.13,0,0,1067.5,490,540,0,0,0,0,1,0,0,252.5,312.5,302.5,477.5,490,472.5,592.5,9312.43,8583.03,8902.05,13346,19160.63,21493.25,21677.38,0,0,0,0,0,0,0,380,360.63,384,401.67,434.38,15713.97,12869.2,11877.41,12171.13,13336.05,15398.36,15713.97,0,0,0,0,0,0
8/6/2016,537.5,21853.1,0,0,1062.5,1067.5,490,0,0,0,0,0,1,0,575,252.5,312.5,302.5,477.5,490,472.5,20712.13,9312.43,8583.03,8902.05,13346,19160.63,21493.25,0,0,0,0,0,0,0,455,419.38,396,409.58,427.5,16714.84,17292.55,15115.17,13872.55,13784.79,15420.33,16714.84,0,0,0,0,0,0
8/7/2016,477.5,20080.7,0,0,1070,1062.5,1067.5,0,0,0,0,0,0,1,537.5,575,252.5,312.5,302.5,477.5,490,21853.1,20712.13,9312.43,8583.03,8902.05,13346,19160.63,0,0,0,0,0,0,0,530,460.63,431,409.58,428.13,16512.07,20881.98,17989.59,16108.28,14907.24,15243.76,16512.07,0,0,0,0,0,0
8/8/2016,397.5,16532.03,0,0,977.5,1070,1062.5,1,0,0,0,0,0,0,477.5,537.5,575,252.5,312.5,302.5,477.5,20080.7,21853.1,20712.13,9312.43,8583.03,8902.05,13346,0,0,0,0,0,0,0,470.83,496.88,448,425.42,416.56,15997.54,19488.61,19794.49,17698.08,16178.9,14915.18,15997.54,0,0,0,0,0,0
8/9/2016,295,13840.68,0,0,707.5,977.5,1070,0,1,0,0,0,0,0,397.5,477.5,537.5,575,252.5,312.5,302.5,16532.03,20080.7,21853.1,20712.13,9312.43,8583.03,8902.05,0,0,0,0,0,0,0,390,426.88,456.5,422.5,393.75,15232.28,16817.8,18076.63,18603.73,17055.18,14977.02,15232.28,0,0,0,0,0,0
8/10/2016,227.5,12183.63,0,0,550,707.5,977.5,0,0,1,0,0,0,0,295,397.5,477.5,537.5,575,252.5,312.5,13840.68,16532.03,20080.7,21853.1,20712.13,9312.43,8583.03,0,0,0,0,0,0,0,306.67,349.38,387,418.33,384.38,14534.58,14185.45,15659.26,16898.03,17533.71,15387.22,14534.58,0,0,0,0,0,0
8/11/2016,405,20455.78,0,0,997.5,550,707.5,0,0,0,1,0,0,0,227.5,295,397.5,477.5,537.5,575,252.5,12183.63,13840.68,16532.03,20080.7,21853.1,20712.13,9312.43,0,0,0,0,0,0,0,309.17,331.25,360.5,390,395.94,15245.56,15493.36,15753.03,16618.56,17490.99,16871.31,15245.56,0,0,0,0,0,0
8/12/2016,385,22592.75,0,0,1110,997.5,550,0,0,0,0,1,0,0,405,227.5,295,397.5,477.5,537.5,575,20455.78,12183.63,13840.68,16532.03,20080.7,21853.1,20712.13,0,0,0,0,0,0,0,339.17,328.13,342,364.58,412.5,16614.63,18410.72,17268.21,17120.97,17614.26,18531.35,16614.63,0,0,0,0,0,0
8/13/2016,402.5,26948.65,0,0,1097.5,1110,997.5,0,0,0,0,0,1,0,385,405,227.5,295,397.5,477.5,537.5,22592.75,20455.78,12183.63,13840.68,16532.03,20080.7,21853.1,0,0,0,0,0,0,0,397.5,355,343,352.08,390.94,18451.19,23332.39,20545.2,19204.3,18758.92,19310.92,18451.19,0,0,0,0,0,0
8/14/2016,382.5,25270.53,0,0,1142.5,1097.5,1110,0,0,0,0,0,0,1,402.5,385,405,227.5,295,397.5,477.5,26948.65,22592.75,20455.78,12183.63,13840.68,16532.03,20080.7,0,0,0,0,0,0,0,390,393.75,360.5,349.58,371.56,20047,24937.31,23816.93,21490.27,20215.34,19738.09,20047,0,0,0,0,0,0
8/15/2016,302.5,23510.15,0,0,1000,1142.5,1097.5,1,0,0,0,0,0,0,382.5,402.5,385,405,227.5,295,397.5,25270.53,26948.65,22592.75,20455.78,12183.63,13840.68,16532.03,0,0,0,0,0,0,0,362.5,368.13,375.5,350.83,349.69,20326.8,25243.11,24580.52,23755.57,21826.92,20166.78,20326.8,0,0,0,0,0,0
8/16/2016,237.5,19572.35,0,0,700,1000,1142.5,0,1,0,0,0,0,0,302.5,382.5,402.5,385,405,227.5,295,23510.15,25270.53,26948.65,22592.75,20455.78,12183.63,13840.68,0,0,0,0,0,0,0,307.5,331.25,342,352.5,329.69,20098.73,22784.34,23825.42,23578.89,23058.37,20546.82,20098.73,0,0,0,0,0,0
8/17/2016,207.5,17674.03,0,0,567.5,700,1000,0,0,1,0,0,0,0,237.5,302.5,382.5,402.5,385,405,227.5,19572.35,23510.15,25270.53,26948.65,22592.75,20455.78,12183.63,0,0,0,0,0,0,0,249.17,282.5,306.5,319.58,318.75,19858.06,20252.18,21506.77,22595.14,22594.74,21025.98,19858.06,0,0,0,0,0,0
8/18/2016,360,27089.18,0,0,1052.5,567.5,700,0,0,0,1,0,0,0,207.5,237.5,302.5,382.5,402.5,385,405,17674.03,19572.35,23510.15,25270.53,26948.65,22592.75,20455.78,0,0,0,0,0,0,0,268.33,276.88,298,315.42,335.31,20913.77,21445.19,21961.43,22623.25,23344.15,22889.18,20913.77,0,0,0,0,0,0
8/19/2016,197.5,27884.68,0,0,1227.5,1052.5,567.5,0,0,0,0,1,0,0,360,207.5,237.5,302.5,382.5,402.5,385,27089.18,17674.03,19572.35,23510.15,25270.53,26948.65,22592.75,0,0,0,0,0,0,0,255,250.63,261,281.25,309.38,22318.17,24215.96,23055.06,23146.08,23500.15,23817.79,22318.17,0,0,0,0,0,0
8/20/2016,225,28295.23,0,0,1450,1227.5,1052.5,0,0,0,0,0,1,0,197.5,360,207.5,237.5,302.5,382.5,402.5,27884.68,27089.18,17674.03,19572.35,23510.15,25270.53,26948.65,0,0,0,0,0,0,0,260.83,247.5,245.5,255,289.38,23929.33,27756.36,25235.78,24103.09,24004.27,24530.6,23929.33,0,0,0,0,0,0
8/21/2016,186.35,28198.35,0,0,1352.5,1450,1227.5,0,0,0,0,0,0,1,225,197.5,360,207.5,237.5,302.5,382.5,28295.23,27884.68,27089.18,17674.03,19572.35,23510.15,25270.53,0,0,0,0,0,0,0,202.95,242.21,235.27,235.64,262.36,24703.59,28126.09,27866.86,25828.29,24785.64,24686.81,24703.59,0,0,0,0,0,0
