Date,Price,Recession
1997.07,1454.24,N
1997.08,1454.58,N
1997.09,1466.28,N
1997.1,1484.72,N
1997.11,1466.52,N
1997.12,1505.01,N
1998.01,1503.77,N
1998.02,1595.06,N
1998.03,1674.67,N
1998.04,1726.48,N
1998.05,1717.45,N
1998.06,1715.29,N
1998.07,1787.67,N
1998.08,1658.96,N
1998.09,1573.70,N
1998.1,1588.06,N
1998.11,1760.27,N
1998.12,1831.55,N
1999.01,1917.25,N
1999.02,1911.56,N
1999.03,1959.39,N
1999.04,2025.84,N
1999.05,2021.76,N
1999.06,2007.31,N
1999.07,2089.72,N
1999.08,2003.95,N
1999.09,1980.40,N
1999.1,1949.64,N
1999.11,2084.86,N
1999.12,2141.33,N
2000.01,2130.37,N
2000.02,2063.27,N
2000.03,2124.99,N
2000.04,2151.95,N
2000.05,2086.37,N
2000.06,2139.10,N
2000.07,2150.26,N
2000.08,2168.45,N
2000.09,2131.93,N
2000.1,2015.31,N
2000.11,1996.62,N
2000.12,1929.47,N
2001.01,1924.12,N
2001.02,1873.59,N
2001.03,1697.68,Y
2001.04,1696.66,Y
2001.05,1803.33,Y
2001.06,1755.43,Y
2001.07,1711.68,Y
2001.08,1674.80,Y
2001.09,1477.91,Y
2001.1,1528.25,Y
2001.11,1606.33,Y
2001.12,1634.46,N
2002.01,1624.05,N
2002.02,1561.56,N
2002.03,1627.77,N
2002.04,1559.99,N
2002.05,1514.14,N
2002.06,1421.83,N
2002.07,1265.58,N
2002.08,1273.89,N
2002.09,1209.43,N
2002.1,1189.09,N
2002.11,1266.03,N
2002.12,1253.84,N
2003.01,1243.68,N
2003.02,1153.15,N
2003.03,1159.41,N
2003.04,1221.50,N
2003.05,1286.63,N
2003.06,1356.69,N
2003.07,1361.44,N
2003.08,1352.17,N
2003.09,1388.52,N
2003.1,1416.33,N
2003.11,1435.44,N
2003.12,1479.07,N
2004.01,1542.54,N
2004.02,1548.95,N
2004.03,1512.94,N
2004.04,1520.70,N
2004.05,1471.06,N
2004.06,1506.27,N
2004.07,1472.82,N
2004.08,1449.53,N
2004.09,1484.63,N
2004.1,1476.26,N
2004.11,1543.80,N
2004.12,1589.61,N
2005.01,1562.73,N
2005.02,1577.73,N
2005.03,1559.31,N
2005.04,1509.40,N
2005.05,1528.92,N
2005.06,1559.22,N
2005.07,1577.85,N
2005.08,1572.42,N
2005.09,1555.53,N
2005.1,1509.40,N
2005.11,1579.59,N
2005.12,1617.67,N
2006.01,1626.63,N
2006.02,1620.72,N
2006.03,1633.37,N
2006.04,1630.14,N
2006.05,1606.94,N
2006.06,1557.98,N
2006.07,1562.15,N
2006.08,1592.37,N
2006.09,1638.25,N
2006.1,1704.23,N
2006.11,1738.39,N
2006.12,1770.53,N
2007.01,1774.79,N
2007.02,1790.93,N
2007.03,1728.27,N
2007.04,1786.31,N
2007.05,1833.08,N
2007.06,1833.22,N
2007.07,1841.59,N
2007.08,1764.79,N
2007.09,1811.36,N
2007.1,1858.85,N
2007.11,1756.34,N
2007.12,1776.53,Y
2008.01,1647.69,Y
2008.02,1614.45,Y
2008.03,1555.77,Y
2008.04,1609.24,Y
2008.05,1633.94,Y
2008.06,1546.20,Y
2008.07,1441.88,Y
2008.08,1475.46,Y
2008.09,1403.11,Y
2008.1,1128.40,Y
2008.11,1048.59,Y
2008.12,1052.98,Y
2009.01,1034.10,Y
2009.02,957.24,Y
2009.03,897.88,Y
2009.04,1003.31,Y
2009.05,1064.43,Y
2009.06,1083.09,Y
2009.07,1096.17,N
2009.08,1180.10,N
2009.09,1220.03,N
2009.1,1245.82,N
2009.11,1268.74,N
2009.12,1297.04,N
2010.01,1307.99,N
2010.02,1267.60,N
2010.03,1335.31,N
2010.04,1385.38,N
2010.05,1300.76,N
2010.06,1253.77,N
2010.07,1249.39,N
2010.08,1256.31,N
2010.09,1295.77,N
2010.1,1351.25,N
2010.11,1382.16,N
2010.12,1428.86,N
2011.01,1469.16,N
2011.02,1505.83,N
2011.03,1472.52,N
2011.04,1493.40,N
2011.05,1494.00,N
2011.06,1438.58,N
2011.07,1479.63,N
2011.08,1319.81,N
2011.09,1305.10,N
2011.1,1344.94,N
2011.11,1367.48,N
2011.12,1389.75,N
2012.01,1447.39,N
2012.02,1498.56,N
2012.03,1527.68,N
2012.04,1520.00,N
2012.05,1472.21,N
2012.06,1454.82,N
2012.07,1497.16,N
2012.08,1536.69,N
2012.09,1573.44,N
2012.1,1567.94,N
2012.11,1527.95,N
2012.12,1562.60,N
2013.01,1621.64,N
2013.02,1643.14,N
2013.03,1680.60,N
2013.04,1703.90,N
2013.05,1775.75,N
2013.06,1748.73,N
2013.07,1801.94,N
2013.08,1801.30,N
2013.09,1817.60,N
2013.1,1857.79,N
2013.11,1930.33,N
2013.12,1956.73,N
2014.01,1965.20,N
2014.02,1952.25,N
2014.03,1989.37,N
2014.04,1983.62,N
2014.05,2003.77,N
2014.06,2060.71,N
2014.07,2089.05,N
2014.08,2080.28,N
2014.09,2112.31,N
2014.1,2058.17,N
2014.11,2183.96,N
2014.12,2206.84,N
2015.01,2189.11,N
2015.02,2237.70,N
2015.03,2222.10,N
2015.04,2233.44,N
2015.05,2240.23,N
2015.06,2219.04,N
2015.07,2213.45,N
2015.08,2159.15,N
2015.09,2061.31,N
2015.1,2147.51,N
2015.11,2211.37,N
2015.12,2190.65,N
2016.01,2042.79,N
2016.02,2026.02,N
2016.03,2141.83,N
2016.04,2188.23,N
2016.05,2168.92,N
2016.06,2181.01,N
2016.07,2252.70,N
2016.08,2273.72,N
2016.09,2254.42,N
2016.1,2236.30,N
2016.11,2262.75,N
2016.12,2347.31,N
2017.01,2363.30,N
2017.02,2412.62,N
2017.03,2448.85,N
2017.04,2433.86,N
2017.05,2468.93,N
2017.06,2506.49,N
2017.07,2528.94,N
2017.08,2523.57,N
2017.09,2547.70,N
2017.1,2614.93,N
2017.11,2652.30,N
2017.12,2726.24,N
2018.01,2839.14,N
2018.02,2740.58,N
2018.03,2731.98,N
2018.04,2671.69,N
2018.05,2708.61,N
2018.06,2757.21,N
2018.07,2796.36,N
2018.08,2859.01,N
2018.09,2901.90,N
2018.1,2785.68,N
